"last_name, first_name","player_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Wood, James","695578","2026","484","258",0.27,0.278,-0.008000000000000007,0.551,0.602,-0.050999999999999934,0.402,0.426,-0.023999999999999966
"Ward, Taylor","621493","2026","468","287",0.251,0.251,0,0.359,0.379,-0.020000000000000018,0.341,0.348,-0.006999999999999951
"Henderson, Gunnar","683002","2026","467","317",0.225,0.236,-0.010999999999999982,0.405,0.383,0.02200000000000002,0.306,0.304,0.0020000000000000018
"Bregman, Alex","608324","2026","458","325",0.239,0.234,0.004999999999999977,0.358,0.349,0.009000000000000008,0.31,0.305,0.0050000000000000044
"Busch, Michael","683737","2026","452","272",0.244,0.231,0.012999999999999984,0.405,0.407,-0.0019999999999999463,0.345,0.341,0.003999999999999948
"Herrera, Iván","671056","2026","451","300",0.241,0.241,0,0.373,0.368,0.0050000000000000044,0.333,0.332,0.0010000000000000009
"Tatis Jr., Fernando","665487","2026","449","315",0.286,0.29,-0.0040000000000000036,0.406,0.447,-0.04099999999999998,0.333,0.358,-0.024999999999999967
"Neto, Zach","687263","2026","448","255",0.238,0.203,0.034999999999999976,0.446,0.402,0.043999999999999984,0.336,0.307,0.029000000000000026
"Olson, Matt","621566","2026","448","293",0.267,0.248,0.019000000000000017,0.526,0.504,0.02200000000000002,0.37,0.357,0.013000000000000012
"Alonso, Pete","624413","2026","448","276",0.247,0.271,-0.02400000000000002,0.461,0.504,-0.04299999999999998,0.35,0.376,-0.026000000000000023
"Reynolds, Bryan","668804","2026","448","269",0.275,0.252,0.02300000000000002,0.463,0.442,0.02100000000000002,0.375,0.36,0.015000000000000013
"Hoerner, Nico","663538","2026","447","370",0.244,0.29,-0.045999999999999985,0.337,0.366,-0.02899999999999997,0.29,0.32,-0.030000000000000027
